PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),Cluster_Assignment
936.0,757.0,1007.0,1459.0,523.0,0
884.0,703.0,1076.0,1394.0,488.0,0
809.0,664.0,1185.0,1270.0,427.0,0
852.0,718.0,1109.0,1307.0,468.0,0
872.0,708.0,1106.0,1331.0,489.0,0
839.0,752.0,1102.0,1298.0,515.0,0
854.0,788.0,1064.0,1310.0,562.0,0
971.0,942.0,900.0,1541.0,776.0,2
985.0,944.0,866.0,1541.0,833.0,2
1027.0,981.0,817.0,1631.0,1023.0,2
1012.0,876.0,853.0,1580.0,967.0,2
1086.0,973.0,766.0,1656.0,1089.0,2
1025.0,939.0,790.0,1635.0,1103.0,2
848.0,692.0,1034.0,1412.0,734.0,0
839.0,652.0,1075.0,1405.0,671.0,0
814.0,618.0,1097.0,1400.0,696.0,0
816.0,624.0,1073.0,1422.0,729.0,0
799.0,613.0,1120.0,1387.0,641.0,0
879.0,792.0,906.0,1521.0,825.0,2
1104.0,1125.0,697.0,1815.0,1179.0,2
1344.0,1496.0,519.0,2311.0,1651.0,1
1226.0,1272.0,632.0,1901.0,1474.0,1
1157.0,1176.0,691.0,1779.0,1370.0,1
1059.0,1060.0,798.0,1638.0,1141.0,2
1076.0,1057.0,778.0,1633.0,1076.0,2
1066.0,1041.0,783.0,1641.0,1036.0,2
1049.0,994.0,813.0,1580.0,881.0,2
1097.0,1074.0,776.0,1671.0,960.0,2
1087.0,1018.0,791.0,1624.0,883.0,2
1269.0,1269.0,633.0,1942.0,1221.0,1
1328.0,1405.0,584.0,2072.0,1518.0,1
1200.0,1270.0,654.0,1906.0,1264.0,1
1098.0,1105.0,732.0,1768.0,1061.0,2
1058.0,1004.0,776.0,1684.0,947.0,2
1081.0,1025.0,738.0,1757.0,1059.0,2
1062.0,962.0,776.0,1674.0,1030.0,2
1078.0,971.0,752.0,1694.0,1065.0,2
917.0,761.0,931.0,1497.0,893.0,2
881.0,718.0,965.0,1510.0,837.0,0
865.0,671.0,1012.0,1477.0,807.0,0
829.0,602.0,1123.0,1410.0,596.0,0
913.0,743.0,931.0,1540.0,884.0,2
1077.0,985.0,742.0,1780.0,1170.0,2
1337.0,1386.0,565.0,2196.0,1596.0,1
1467.0,1575.0,472.0,2460.0,1873.0,1
1257.0,1227.0,611.0,1954.0,1608.0,1
1227.0,1125.0,675.0,1835.0,1470.0,1
1188.0,1108.0,693.0,1818.0,1275.0,2
1301.0,1276.0,631.0,1953.0,1407.0,1
1201.0,1278.0,657.0,1892.0,1302.0,1
1058.0,1026.0,794.0,1622.0,931.0,2
1037.0,1075.0,789.0,1604.0,917.0,2
1055.0,1157.0,762.0,1674.0,985.0,2
1179.0,1364.0,661.0,1845.0,1265.0,1
1298.0,1430.0,632.0,1946.0,2475.0,1
1213.0,1327.0,654.0,1864.0,2021.0,1
1233.0,1398.0,613.0,1975.0,1834.0,1
1086.0,1145.0,737.0,1717.0,1426.0,2
1056.0,1078.0,765.0,1668.0,1272.0,2
1138.0,1128.0,681.0,1737.0,1490.0,1
1112.0,1128.0,675.0,1771.0,1440.0,2
992.0,948.0,773.0,1609.0,1271.0,2
895.0,767.0,931.0,1463.0,985.0,2
843.0,655.0,1046.0,1377.0,826.0,0
828.0,626.0,1073.0,1362.0,754.0,0
894.0,709.0,997.0,1432.0,853.0,0
1072.0,976.0,740.0,1673.0,1340.0,2
1425.0,1486.0,512.0,2305.0,1869.0,1
1428.0,1500.0,496.0,2275.0,2021.0,1
1359.0,1415.0,572.0,2081.0,1902.0,1
1182.0,1122.0,730.0,1707.0,1527.0,1
1117.0,1045.0,761.0,1623.0,1260.0,2
1119.0,1088.0,741.0,1640.0,1124.0,2
1068.0,1152.0,739.0,1683.0,1309.0,2
1090.0,1120.0,743.0,1629.0,1283.0,2
1056.0,1024.0,792.0,1555.0,1068.0,2
1098.0,1007.0,799.0,1546.0,937.0,2
1318.0,1339.0,635.0,1925.0,1416.0,1
1348.0,1347.0,599.0,1903.0,1611.0,1
1502.0,1546.0,538.0,2199.0,1919.0,1
1373.0,1364.0,597.0,2005.0,1745.0,1
1397.0,1346.0,580.0,2017.0,1837.0,1
1286.0,1214.0,620.0,1880.0,1759.0,1
1222.0,1161.0,661.0,1827.0,1593.0,1
1069.0,983.0,749.0,1627.0,1357.0,2
1011.0,864.0,809.0,1532.0,1231.0,2
962.0,803.0,853.0,1507.0,1066.0,2
919.0,723.0,910.0,1443.0,992.0,2
969.0,769.0,866.0,1485.0,1063.0,2
986.0,784.0,839.0,1503.0,1204.0,2
990.0,821.0,848.0,1511.0,1079.0,2
1296.0,1208.0,603.0,1914.0,1593.0,1
1371.0,1384.0,545.0,2082.0,1745.0,1
1385.0,1240.0,596.0,1919.0,1847.0,1
1381.0,1227.0,595.0,1903.0,1845.0,1
1396.0,1306.0,587.0,1934.0,1886.0,1
1070.0,1000.0,801.0,1538.0,1039.0,2
1076.0,972.0,819.0,1525.0,923.0,2
1126.0,1004.0,788.0,1609.0,926.0,2
1225.0,1196.0,673.0,1775.0,1277.0,1
1202.0,1206.0,671.0,1807.0,1301.0,1
1308.0,1310.0,628.0,1891.0,1385.0,1
1440.0,1281.0,580.0,2021.0,1474.0,1
1611.0,1552.0,487.0,2371.0,1948.0,1
1387.0,1419.0,559.0,2113.0,1677.0,1
1268.0,1206.0,648.0,1900.0,1434.0,1
1237.0,1175.0,660.0,1834.0,1424.0,1
1302.0,1198.0,628.0,1934.0,1504.0,1
1347.0,1282.0,575.0,1996.0,1661.0,1
1355.0,1198.0,564.0,1905.0,1714.0,1
1023.0,822.0,823.0,1585.0,1050.0,2
903.0,631.0,1070.0,1458.0,550.0,0
876.0,605.0,1144.0,1432.0,456.0,0
932.0,707.0,1011.0,1509.0,554.0,0
1020.0,866.0,847.0,1636.0,744.0,2
1264.0,1241.0,609.0,1989.0,1280.0,1
1179.0,1153.0,654.0,1877.0,1096.0,2
1079.0,966.0,785.0,1640.0,927.0,2
1036.0,955.0,829.0,1527.0,840.0,2
1002.0,964.0,828.0,1546.0,786.0,2
995.0,959.0,856.0,1544.0,690.0,2
1008.0,962.0,845.0,1545.0,742.0,2
978.0,962.0,846.0,1527.0,680.0,2
989.0,990.0,822.0,1577.0,705.0,2
961.0,985.0,845.0,1554.0,677.0,2
1009.0,1116.0,779.0,1602.0,877.0,2
970.0,1117.0,786.0,1579.0,844.0,2
1097.0,1199.0,699.0,1738.0,1006.0,2
1065.0,1105.0,723.0,1672.0,987.0,2
1036.0,986.0,776.0,1614.0,868.0,2
1049.0,958.0,794.0,1648.0,861.0,2
1147.0,1043.0,727.0,1719.0,1042.0,2
1118.0,1082.0,694.0,1792.0,1080.0,2
1016.0,963.0,776.0,1661.0,811.0,2
940.0,845.0,845.0,1539.0,704.0,2
836.0,643.0,1114.0,1405.0,522.0,0
831.0,626.0,1126.0,1406.0,484.0,0
877.0,711.0,1018.0,1475.0,580.0,0
872.0,725.0,976.0,1471.0,668.0,0
958.0,805.0,886.0,1551.0,835.0,2
959.0,848.0,859.0,1572.0,739.0,2
997.0,933.0,799.0,1612.0,763.0,2
916.0,843.0,891.0,1511.0,614.0,2
895.0,831.0,946.0,1473.0,566.0,0
855.0,812.0,982.0,1416.0,508.0,0
861.0,811.0,997.0,1409.0,509.0,0
821.0,766.0,1071.0,1323.0,457.0,0
835.0,731.0,1108.0,1323.0,438.0,0
813.0,732.0,1118.0,1303.0,427.0,0
833.0,786.0,1064.0,1328.0,453.0,0
859.0,803.0,1032.0,1363.0,479.0,0
887.0,778.0,978.0,1387.0,500.0,0
970.0,900.0,856.0,1559.0,647.0,2
990.0,866.0,866.0,1551.0,728.0,2
1022.0,899.0,846.0,1588.0,820.0,2
1075.0,993.0,781.0,1682.0,946.0,2
1088.0,1035.0,751.0,1713.0,1018.0,2
925.0,831.0,880.0,1513.0,789.0,2
853.0,716.0,994.0,1423.0,647.0,0
918.0,830.0,875.0,1548.0,785.0,2
796.0,636.0,1092.0,1387.0,576.0,0
796.0,628.0,1136.0,1385.0,555.0,0
795.0,606.0,1152.0,1369.0,552.0,0
842.0,656.0,1080.0,1427.0,620.0,0
850.0,659.0,1077.0,1402.0,557.0,0
884.0,709.0,1027.0,1442.0,556.0,0
907.0,741.0,983.0,1486.0,573.0,0
846.0,703.0,1034.0,1380.0,514.0,0
827.0,697.0,1070.0,1371.0,478.0,0
804.0,636.0,1185.0,1321.0,424.0,0
775.0,619.0,1254.0,1272.0,386.0,0
802.0,651.0,1206.0,1282.0,403.0,0
844.0,751.0,1064.0,1327.0,462.0,0
881.0,765.0,1029.0,1359.0,489.0,0
877.0,736.0,1077.0,1347.0,463.0,0
931.0,885.0,892.0,1467.0,585.0,2
1011.0,967.0,818.0,1565.0,748.0,2
1035.0,1015.0,757.0,1651.0,940.0,2
1153.0,1042.0,733.0,1700.0,1022.0,2
1020.0,929.0,805.0,1615.0,929.0,2
954.0,879.0,837.0,1550.0,834.0,2
903.0,800.0,911.0,1478.0,751.0,0
779.0,581.0,1204.0,1323.0,505.0,0
761.0,540.0,1269.0,1303.0,486.0,0
780.0,568.0,1200.0,1331.0,501.0,0
835.0,672.0,1053.0,1423.0,628.0,0
1004.0,955.0,758.0,1671.0,1043.0,2
1272.0,1328.0,567.0,2085.0,1463.0,1
1173.0,1217.0,625.0,1945.0,1358.0,1
986.0,922.0,820.0,1586.0,971.0,2
942.0,849.0,907.0,1496.0,894.0,2
957.0,875.0,891.0,1525.0,871.0,2
1024.0,1052.0,779.0,1690.0,952.0,2
962.0,963.0,835.0,1592.0,843.0,2
958.0,873.0,868.0,1550.0,750.0,2
933.0,831.0,888.0,1514.0,710.0,2
942.0,912.0,842.0,1551.0,814.0,2
1073.0,1117.0,693.0,1762.0,1052.0,2
1086.0,1159.0,686.0,1782.0,1060.0,2
1091.0,1161.0,682.0,1797.0,1153.0,2
980.0,1009.0,786.0,1625.0,986.0,2
904.0,877.0,890.0,1488.0,781.0,2
865.0,773.0,991.0,1414.0,653.0,0
898.0,863.0,911.0,1493.0,777.0,2
945.0,883.0,837.0,1563.0,1015.0,2
854.0,764.0,932.0,1476.0,922.0,0
751.0,587.0,1165.0,1353.0,678.0,0
723.0,544.0,1274.0,1315.0,584.0,0
754.0,620.0,1102.0,1372.0,725.0,0
758.0,670.0,1070.0,1365.0,688.0,0
873.0,871.0,871.0,1528.0,887.0,2
1176.0,1398.0,567.0,2120.0,1494.0,1
1257.0,1495.0,524.0,2245.0,1647.0,1
1137.0,1200.0,648.0,1821.0,1489.0,1
1064.0,1126.0,711.0,1656.0,1361.0,2
1026.0,1094.0,769.0,1629.0,1224.0,2
986.0,1133.0,773.0,1619.0,1174.0,2
908.0,1031.0,857.0,1469.0,901.0,2
888.0,1007.0,870.0,1448.0,794.0,2
843.0,830.0,995.0,1339.0,577.0,0
905.0,931.0,876.0,1460.0,776.0,2
1023.0,1127.0,760.0,1635.0,982.0,2
1125.0,1279.0,662.0,1840.0,1256.0,1
1211.0,1483.0,586.0,2092.0,1483.0,1
1140.0,1289.0,634.0,1884.0,1390.0,1
1029.0,1105.0,737.0,1666.0,1195.0,2
981.0,1054.0,768.0,1592.0,1135.0,2
971.0,1014.0,788.0,1585.0,1115.0,2
927.0,930.0,840.0,1522.0,1026.0,2
868.0,846.0,925.0,1448.0,836.0,2
863.0,824.0,905.0,1469.0,925.0,2
820.0,716.0,994.0,1380.0,933.0,0
777.0,645.0,1076.0,1334.0,781.0,0
855.0,762.0,942.0,1444.0,959.0,0
960.0,973.0,769.0,1616.0,1155.0,2
1310.0,1492.0,527.0,2194.0,1686.0,1
1339.0,1561.0,498.0,2357.0,1791.0,1
1211.0,1290.0,606.0,1913.0,1643.0,1
1068.0,1171.0,711.0,1717.0,1360.0,2
932.0,1026.0,851.0,1523.0,944.0,2
949.0,1069.0,819.0,1547.0,905.0,2
944.0,1045.0,829.0,1525.0,884.0,2
966.0,1131.0,800.0,1612.0,968.0,2
940.0,1063.0,848.0,1539.0,929.0,2
934.0,1041.0,865.0,1496.0,936.0,2
1052.0,1252.0,739.0,1729.0,1107.0,2
1109.0,1374.0,676.0,1795.0,1225.0,1
1169.0,1430.0,636.0,1901.0,1372.0,1
1093.0,1163.0,717.0,1705.0,1139.0,2
1084.0,1200.0,686.0,1753.0,1505.0,1
970.0,1023.0,787.0,1552.0,1074.0,2
951.0,939.0,849.0,1488.0,868.0,2
1038.0,1053.0,744.0,1631.0,1095.0,2
950.0,937.0,802.0,1566.0,989.0,2
831.0,695.0,1033.0,1355.0,658.0,0
813.0,656.0,1070.0,1332.0,603.0,0
797.0,621.0,1105.0,1303.0,562.0,0
824.0,660.0,1033.0,1342.0,618.0,0
879.0,796.0,912.0,1454.0,747.0,0
1132.0,1166.0,652.0,1827.0,1229.0,2
1291.0,1434.0,526.0,2239.0,1494.0,1
1193.0,1160.0,630.0,1927.0,1281.0,1
1057.0,914.0,796.0,1665.0,954.0,2
1027.0,899.0,822.0,1563.0,810.0,2
1084.0,1052.0,736.0,1677.0,882.0,2
1032.0,1071.0,742.0,1619.0,840.0,2
977.0,998.0,810.0,1554.0,743.0,2
1039.0,1069.0,773.0,1646.0,880.0,2
1056.0,1127.0,734.0,1694.0,928.0,2
1164.0,1306.0,648.0,1886.0,1218.0,1
1124.0,1309.0,655.0,1845.0,1170.0,1
1152.0,1355.0,628.0,1879.0,1620.0,1
1223.0,1399.0,592.0,1940.0,1508.0,1
1058.0,1139.0,696.0,1699.0,1318.0,2
1049.0,1152.0,693.0,1730.0,1189.0,2
1010.0,1006.0,779.0,1589.0,1000.0,2
981.0,985.0,779.0,1572.0,1020.0,2
886.0,834.0,904.0,1440.0,767.0,0
821.0,706.0,1021.0,1360.0,674.0,0
784.0,641.0,1114.0,1319.0,588.0,0
771.0,593.0,1155.0,1291.0,545.0,0
819.0,677.0,1048.0,1379.0,685.0,0
836.0,747.0,961.0,1384.0,702.0,0
1114.0,1174.0,667.0,1819.0,1188.0,2
1319.0,1470.0,520.0,2276.0,1589.0,1
1211.0,1143.0,632.0,1860.0,1331.0,1
1051.0,950.0,802.0,1593.0,1040.0,2
1108.0,1049.0,749.0,1701.0,1137.0,2
1014.0,1012.0,795.0,1548.0,851.0,2
1003.0,1047.0,769.0,1578.0,782.0,2
1021.0,1092.0,764.0,1606.0,908.0,2
986.0,937.0,833.0,1473.0,806.0,2
1098.0,1084.0,754.0,1648.0,985.0,2
1157.0,1245.0,665.0,1782.0,1211.0,1
1190.0,1395.0,606.0,1914.0,1411.0,1
1183.0,1341.0,628.0,1881.0,1395.0,1
1231.0,1341.0,626.0,1937.0,1578.0,1
1102.0,1195.0,690.0,1762.0,1325.0,2
1041.0,1060.0,748.0,1629.0,1185.0,2
1090.0,1103.0,695.0,1686.0,1235.0,2
1074.0,1078.0,685.0,1673.0,1317.0,2
977.0,956.0,765.0,1581.0,1114.0,2
949.0,910.0,816.0,1552.0,1015.0,2
912.0,842.0,863.0,1489.0,1015.0,2
863.0,746.0,919.0,1415.0,961.0,0
834.0,689.0,988.0,1367.0,796.0,0
865.0,764.0,917.0,1430.0,826.0,0
974.0,908.0,793.0,1546.0,1057.0,2
1079.0,1004.0,713.0,1628.0,1302.0,2
1084.0,990.0,734.0,1633.0,1284.0,2
1107.0,1080.0,714.0,1675.0,1348.0,2
1040.0,1015.0,775.0,1543.0,1025.0,2
1019.0,913.0,840.0,1428.0,759.0,2
1003.0,907.0,862.0,1427.0,680.0,2
925.0,772.0,1001.0,1308.0,516.0,0
910.0,743.0,1039.0,1282.0,500.0,0
1012.0,868.0,884.0,1435.0,700.0,2
1100.0,954.0,809.0,1512.0,1360.0,2
1046.0,901.0,849.0,1464.0,722.0,2
1083.0,1003.0,787.0,1524.0,842.0,2
1050.0,962.0,810.0,1496.0,879.0,2
1050.0,927.0,830.0,1475.0,836.0,2
1142.0,1035.0,746.0,1611.0,1062.0,2
1165.0,1043.0,717.0,1644.0,1188.0,2
1136.0,995.0,727.0,1591.0,1236.0,2
986.0,790.0,869.0,1422.0,853.0,2
971.0,790.0,871.0,1447.0,875.0,2
908.0,701.0,971.0,1381.0,704.0,0
882.0,648.0,1023.0,1338.0,666.0,0
900.0,674.0,974.0,1355.0,679.0,0
935.0,716.0,915.0,1415.0,877.0,0
939.0,718.0,927.0,1395.0,826.0,0
982.0,750.0,893.0,1417.0,881.0,2
1088.0,862.0,786.0,1519.0,1110.0,2
1065.0,872.0,831.0,1481.0,927.0,2
1016.0,868.0,889.0,1407.0,665.0,2
930.0,723.0,1035.0,1263.0,474.0,0
928.0,716.0,1060.0,1252.0,459.0,0
889.0,698.0,1132.0,1234.0,437.0,0
966.0,802.0,968.0,1383.0,607.0,0
973.0,792.0,977.0,1356.0,620.0,0
950.0,754.0,1003.0,1325.0,551.0,0
982.0,780.0,974.0,1374.0,532.0,0
990.0,814.0,929.0,1399.0,578.0,0
1017.0,873.0,874.0,1464.0,721.0,2
1067.0,938.0,825.0,1520.0,912.0,2
1147.0,1040.0,745.0,1635.0,1155.0,2
1132.0,1014.0,728.0,1628.0,1279.0,2
976.0,814.0,855.0,1448.0,1018.0,2
920.0,730.0,944.0,1393.0,842.0,0
879.0,642.0,1031.0,1343.0,740.0,0
854.0,604.0,1090.0,1317.0,625.0,0
880.0,649.0,1022.0,1374.0,739.0,0
925.0,717.0,936.0,1455.0,970.0,2
1044.0,912.0,758.0,1604.0,1177.0,2
1279.0,1197.0,599.0,1906.0,1518.0,1
1403.0,1443.0,508.0,2234.0,1811.0,1
1282.0,1230.0,594.0,1924.0,1696.0,1
1262.0,1187.0,633.0,1842.0,1603.0,1
1195.0,1153.0,678.0,1732.0,1370.0,1
1173.0,1127.0,709.0,1678.0,1194.0,2
1102.0,1007.0,777.0,1534.0,880.0,2
1076.0,982.0,799.0,1523.0,748.0,2
1078.0,1012.0,777.0,1523.0,868.0,2
1100.0,1014.0,761.0,1533.0,959.0,2
1234.0,1205.0,658.0,1781.0,1160.0,1
1323.0,1316.0,586.0,1911.0,1453.0,1
1263.0,1283.0,610.0,1863.0,1400.0,1
1216.0,1136.0,658.0,1737.0,1265.0,2
1247.0,1127.0,664.0,1761.0,1366.0,1
1264.0,1177.0,628.0,1820.0,1593.0,1
1111.0,988.0,728.0,1619.0,1336.0,2
1068.0,931.0,762.0,1576.0,1317.0,2
1015.0,850.0,802.0,1531.0,1173.0,2
989.0,827.0,827.0,1513.0,1163.0,2
930.0,708.0,924.0,1440.0,1012.0,2
952.0,717.0,879.0,1481.0,1164.0,2
981.0,747.0,856.0,1493.0,1090.0,2
1138.0,974.0,683.0,1716.0,1338.0,2
1472.0,1424.0,499.0,2257.0,1808.0,1
1626.0,1713.0,412.0,2643.0,2176.0,1
1480.0,1460.0,494.0,2238.0,2028.0,1
1367.0,1342.0,567.0,2002.0,1758.0,1
1245.0,1181.0,645.0,1747.0,1350.0,1
1194.0,1083.0,685.0,1632.0,1060.0,2
1156.0,1096.0,713.0,1615.0,954.0,2
1107.0,1106.0,727.0,1615.0,1024.0,2
1127.0,1117.0,714.0,1625.0,1092.0,2
1083.0,994.0,771.0,1544.0,927.0,2
1289.0,1225.0,632.0,1796.0,1274.0,1
1209.0,1082.0,685.0,1662.0,978.0,2
1221.0,1145.0,648.0,1753.0,1050.0,2
1255.0,1164.0,638.0,1793.0,1301.0,1
1163.0,1022.0,695.0,1644.0,1141.0,2
1234.0,1126.0,644.0,1782.0,1252.0,1
1240.0,1124.0,645.0,1799.0,1300.0,1
1128.0,978.0,733.0,1683.0,1193.0,2
1057.0,881.0,784.0,1574.0,1081.0,2
1026.0,801.0,816.0,1545.0,1094.0,2
925.0,656.0,967.0,1440.0,917.0,0
917.0,635.0,1006.0,1421.0,727.0,0
1011.0,782.0,828.0,1562.0,1116.0,2
1079.0,869.0,751.0,1634.0,1223.0,2
1322.0,1250.0,562.0,1999.0,1556.0,1
1526.0,1495.0,471.0,2405.0,1904.0,1
1338.0,1207.0,576.0,1951.0,1697.0,1
1421.0,1354.0,545.0,2063.0,1854.0,1
1197.0,1209.0,656.0,1770.0,1306.0,1
1116.0,1063.0,736.0,1571.0,980.0,2
1115.0,1031.0,741.0,1561.0,870.0,2
1018.0,880.0,865.0,1421.0,613.0,2
1109.0,989.0,778.0,1537.0,819.0,2
1105.0,984.0,767.0,1532.0,868.0,2
1128.0,1032.0,733.0,1576.0,876.0,2
1301.0,1210.0,623.0,1813.0,1153.0,1
1416.0,1339.0,544.0,1998.0,1492.0,1
1301.0,1256.0,593.0,1914.0,1382.0,1
1261.0,1158.0,628.0,1837.0,1303.0,1
1295.0,1211.0,602.0,1917.0,1404.0,1
1239.0,1129.0,637.0,1839.0,1308.0,1
1229.0,1103.0,627.0,1866.0,1320.0,1
1125.0,963.0,713.0,1719.0,1179.0,2
1044.0,832.0,794.0,1580.0,1160.0,2
976.0,754.0,842.0,1545.0,1070.0,2
1015.0,781.0,796.0,1595.0,1181.0,2
954.0,715.0,867.0,1527.0,1010.0,2
1032.0,826.0,781.0,1627.0,1075.0,2
1518.0,1476.0,469.0,2388.0,1839.0,1
1602.0,1678.0,410.0,2662.0,2105.0,1
1362.0,1225.0,551.0,2003.0,1826.0,1
1394.0,1294.0,555.0,2031.0,1834.0,1
1205.0,1070.0,682.0,1735.0,1268.0,2
1210.0,1118.0,658.0,1742.0,1422.0,1
1138.0,1055.0,712.0,1624.0,1028.0,2
1079.0,1019.0,749.0,1559.0,929.0,2
1158.0,1126.0,693.0,1654.0,1150.0,2
1186.0,1151.0,680.0,1686.0,1235.0,2
1261.0,1258.0,629.0,1813.0,1315.0,1
1339.0,1352.0,569.0,1990.0,1469.0,1
1342.0,1377.0,567.0,2017.0,1515.0,1
1317.0,1327.0,575.0,1996.0,1510.0,1
1210.0,1148.0,639.0,1849.0,1327.0,1
1220.0,1105.0,643.0,1838.0,1318.0,1
1276.0,1135.0,625.0,1887.0,1436.0,1
1270.0,1189.0,592.0,1917.0,1608.0,1
1053.0,933.0,743.0,1658.0,1257.0,2
956.0,813.0,846.0,1544.0,1094.0,2
954.0,790.0,826.0,1564.0,1066.0,2
912.0,706.0,891.0,1500.0,1022.0,2
973.0,802.0,806.0,1597.0,1139.0,2
1037.0,906.0,743.0,1707.0,1158.0,2
1306.0,1299.0,519.0,2116.0,1602.0,1
1367.0,1441.0,470.0,2283.0,1770.0,1
1335.0,1340.0,519.0,2141.0,1651.0,1
1250.0,1166.0,626.0,1925.0,1435.0,1
1142.0,1021.0,712.0,1670.0,1159.0,2
1168.0,1160.0,671.0,1784.0,1193.0,2
1125.0,1137.0,691.0,1696.0,1094.0,2
1083.0,1066.0,725.0,1621.0,912.0,2
1080.0,1059.0,733.0,1622.0,908.0,2
1085.0,1091.0,723.0,1638.0,1010.0,2
1115.0,1140.0,682.0,1746.0,1020.0,2
1259.0,1295.0,600.0,1990.0,1280.0,1
1241.0,1271.0,606.0,1971.0,1287.0,1
1156.0,1144.0,651.0,1832.0,1216.0,2
1055.0,922.0,784.0,1634.0,990.0,2
1144.0,1014.0,712.0,1744.0,1146.0,2
1169.0,1084.0,655.0,1831.0,1273.0,2
1195.0,1156.0,621.0,1897.0,1346.0,1
1158.0,1052.0,649.0,1785.0,1353.0,2
1075.0,973.0,695.0,1748.0,1231.0,2
973.0,810.0,820.0,1599.0,1002.0,2
989.0,825.0,774.0,1602.0,1126.0,2
967.0,789.0,810.0,1597.0,995.0,2
968.0,803.0,806.0,1586.0,1003.0,2
1062.0,902.0,733.0,1715.0,1055.0,2
1143.0,979.0,677.0,1829.0,1156.0,2
1152.0,976.0,672.0,1800.0,1179.0,2
1238.0,1088.0,636.0,1883.0,1306.0,1
1103.0,946.0,737.0,1686.0,934.0,2
1043.0,843.0,799.0,1628.0,689.0,2
1058.0,833.0,804.0,1623.0,626.0,2
960.0,676.0,983.0,1488.0,488.0,0
972.0,699.0,982.0,1505.0,495.0,0
1012.0,775.0,899.0,1547.0,562.0,2
1021.0,814.0,858.0,1545.0,615.0,2
1034.0,812.0,866.0,1563.0,660.0,2
1026.0,791.0,875.0,1549.0,664.0,2
966.0,735.0,932.0,1494.0,567.0,0
948.0,697.0,983.0,1475.0,506.0,0
984.0,762.0,870.0,1557.0,560.0,2
1077.0,859.0,790.0,1673.0,724.0,2
1163.0,893.0,706.0,1760.0,977.0,2
965.0,692.0,927.0,1549.0,653.0,0
941.0,687.0,949.0,1530.0,642.0,0
851.0,589.0,1119.0,1432.0,501.0,0
870.0,581.0,1119.0,1463.0,450.0,0
834.0,527.0,1242.0,1458.0,427.0,0
859.0,561.0,1162.0,1476.0,470.0,0
843.0,544.0,1242.0,1442.0,447.0,0
851.0,551.0,1224.0,1443.0,463.0,0
853.0,557.0,1215.0,1435.0,454.0,0
908.0,632.0,1095.0,1494.0,500.0,0
928.0,687.0,1025.0,1491.0,528.0,0
905.0,652.0,1076.0,1446.0,490.0,0
901.0,646.0,1105.0,1446.0,488.0,0
869.0,619.0,1163.0,1417.0,475.0,0
891.0,655.0,1107.0,1452.0,486.0,0
855.0,606.0,1214.0,1403.0,438.0,0
911.0,654.0,1102.0,1466.0,477.0,0
989.0,713.0,954.0,1552.0,626.0,0
1048.0,826.0,853.0,1637.0,747.0,2
1049.0,839.0,846.0,1636.0,858.0,2
1035.0,868.0,833.0,1653.0,775.0,2
1034.0,850.0,831.0,1643.0,803.0,2
1022.0,826.0,857.0,1627.0,777.0,2
1007.0,809.0,876.0,1611.0,770.0,2
945.0,755.0,935.0,1553.0,663.0,0
880.0,649.0,1056.0,1465.0,529.0,0
837.0,597.0,1129.0,1414.0,478.0,0
822.0,569.0,1204.0,1396.0,429.0,0
860.0,623.0,1097.0,1466.0,552.0,0
1023.0,847.0,830.0,1663.0,916.0,2
1150.0,1020.0,686.0,1842.0,1169.0,2
1088.0,965.0,734.0,1744.0,1049.0,2
993.0,866.0,832.0,1637.0,823.0,2
962.0,849.0,861.0,1559.0,804.0,2
974.0,905.0,838.0,1596.0,805.0,2
998.0,913.0,834.0,1635.0,826.0,2
964.0,923.0,834.0,1590.0,782.0,2
903.0,780.0,975.0,1464.0,593.0,0
973.0,903.0,866.0,1563.0,698.0,2
976.0,907.0,867.0,1546.0,719.0,2
1026.0,1048.0,767.0,1651.0,912.0,2
1163.0,1227.0,659.0,1931.0,1129.0,1
1082.0,1134.0,709.0,1763.0,1089.0,2
1029.0,1042.0,756.0,1697.0,1062.0,2
991.0,953.0,815.0,1616.0,924.0,2
950.0,856.0,881.0,1549.0,780.0,2
997.0,898.0,813.0,1613.0,856.0,2
912.0,810.0,873.0,1511.0,861.0,2
861.0,729.0,942.0,1479.0,684.0,0
838.0,719.0,949.0,1466.0,707.0,0
784.0,587.0,1128.0,1392.0,554.0,0
800.0,615.0,1064.0,1396.0,614.0,0
825.0,634.0,1035.0,1402.0,606.0,0
996.0,853.0,796.0,1621.0,1023.0,2
1086.0,947.0,724.0,1724.0,1134.0,2
1041.0,962.0,728.0,1694.0,936.0,2
991.0,944.0,765.0,1608.0,868.0,2
999.0,953.0,780.0,1600.0,879.0,2
981.0,918.0,839.0,1572.0,785.0,2
926.0,853.0,894.0,1478.0,651.0,2
939.0,853.0,890.0,1528.0,679.0,2
915.0,828.0,928.0,1474.0,630.0,0
883.0,820.0,942.0,1413.0,594.0,0
926.0,869.0,925.0,1470.0,655.0,0
989.0,1004.0,818.0,1577.0,783.0,2
1003.0,1045.0,781.0,1602.0,865.0,2
933.0,1001.0,819.0,1536.0,776.0,2
912.0,951.0,846.0,1479.0,861.0,2
888.0,843.0,892.0,1438.0,729.0,0
858.0,866.0,874.0,1421.0,715.0,0
837.0,809.0,940.0,1355.0,615.0,0
902.0,929.0,835.0,1482.0,824.0,2
